id	name	lat	lon	x	y
287	Bedford Way, Bloomsbury	51.52367314	-0.128377673	529942.3797601467	182188.70111092593
288	Elizabeth Bridge, Victoria	51.49236962	-0.147478734	528705.4395467665	178673.9140414082
289	South Audley Street, Mayfair	51.50923022	-0.151296092	528393.0895420061	180542.17505527954
290	Winsland Street, Paddington	51.51678023	-0.175488803	526693.3592421064	181339.63931173348
291	Claverton Street, Pimlico	51.48483991	-0.13808906199999998	529378.549671891	177853.12257476617
292	Montpelier Street, Knightsbridge	51.49888404	-0.165471605	527438.2494047658	179366.88738937138
293	Kensington Olympia Station, Olympia	51.49815779	-0.209494128	524384.6789048673	179210.46553293234
294	St. George's Square, Pimlico	51.488226	-0.135635511	529539.3096934478	178234.00167312936
295	Swan Street, The Borough	51.50029631	-0.092762704	532480.7502260889	179652.92389620733
296	Knaresborough Place, Earl's Court	51.49363156	-0.19060332600000002	525708.3290630755	178739.3719890984
297	Geraldine Street, Elephant & Castle	51.49612799	-0.106000855	531573.9400548853	179165.53624168568
298	Curlew Street, Shad Thames	51.50227992	-0.074189225	533764.0504256813	179907.2603313458
299	Vincent Square, Westminster	51.49398524	-0.136928582	529433.2396552581	178872.16263878247
300	Serpentine Car Park, Hyde Park	51.50501351	-0.17272955899999998	526917.4692901938	180035.90818973177
301	Marylebone Lane, Marylebone	51.51475963	-0.148105415	528598.9395720293	181162.66397307056
302	Putney Pier, Wandsworth	51.466907	-0.21657300000000002	523977.9842275626	175723.2510292767
303	Albert Gate, Hyde Park	51.50295379	-0.158456089	527913.799436234	179831.68594746036
305	Kennington Lane Tesco, Vauxhall	51.48677988	-0.11585396099999999	530916.7699153451	178108.34838436794
306	Rathbone Street, Fitzrovia 	51.51816295	-0.135025698	529496.8197258789	181564.1721226298
307	Black Lion Gate, Kensington Gardens	51.50990837	-0.187842717	525855.1491404123	180554.16122261574
308	Long Lane , Bermondsey	51.49907558	-0.08566631599999999	532976.8302335583	179530.03321898816
309	Embankment (Savoy), Strand	51.50963123	-0.11904756300000001	530629.7498985622	180643.78873183523
310	Black Prince Road, Vauxhall	51.4908679	-0.116911864	530831.6298824741	178561.05853325847
312	Grove End Road, St. John's Wood	51.53088935	-0.176770502	526565.3392655028	182906.41910188983
313	Wells Street, Fitzrovia 	51.51734403	-0.138072691	529287.7396496591	181467.72200131108
314	Tyers Gate, Bermondsey	51.50088934	-0.083159352	533145.5502857304	179736.28190961666
315	The Tennis Courts, The Regent's Park	51.52536703	-0.153463612	528197.3994990797	182332.85499429487
316	Cardinal Place, Victoria	51.49768448	-0.141943703	529074.6696332131	179274.6825403402
317	Dickens Square, Borough	51.49679128	-0.093913472	532411.030201179	179261.07426548103
318	Sackville Street, Mayfair	51.51004801	-0.138846453	529254.6897082388	180655.01208210495
319	Baldwin Street, St. Luke's	51.52702563	-0.08854277099999999	532696.0002112895	182632.94363582216
